Gene,X1726FL.06.01.33_S33_L002_COMB_MONO,X1726FL.06.01.32_S32_L002_COMB_MONO,X1726FL.06.01.31_S31_L002_COMB_MONO,X1726FL.06.01.27_S27_L002_COMB_Filter,X1726FL.06.01.26_S26_L002_COMB_Filter,X1726FL.06.01.25_S25_L002_COMB_Filter,X1726FL.06.01.24_S24_L002_COMB_Filter,X1726FL.06.01.23_S23_L002_COMB_Filter,X1726FL.06.01.22_S22_L002_COMB_Filter,X1726FL.06.01.21_S21_L002_COMB_Filter,X1726FL.06.01.09_S9_L002_COMB_Tissue3,X1726FL.06.01.08_S8_L002_COMB_Tissue3,X1726FL.06.01.07_S7_L002_COMB_Tissue4,X1726FL.06.01.06_S6_L002_COMB_Tissue4,X1726FL.06.01.05_S5_L002_COMB_Tissue4,X1726FL.06.01.04_S4_L002_COMB_Tissue3,X1726FL.06.01.03_S3_L002_COMB_Tissue2,X1726FL.06.01.02_S2_L002_COMB_Tissue2,X1726FL.06.01.01_S1_L002_COMB_Tissue2
CHLRE_17g729850v5,360,494,97,11,10,17,28,66,49,24,330,322,74,55,172,200,1,1,25
CHLRE_17g729900v5,192,181,156,8,10,35,45,111,47,12,194,366,207,239,500,86,18,0,26
CHLRE_17g729901v5,26,69,55,1,0,10,6,33,17,3,283,440,178,169,407,122,5,0,67
CHLRE_17g729950v5,1459,1333,2197,77,44,362,63,222,86,44,1404,220,182,309,492,1608,162,24,389
CHLRE_17g730000v5,18,16,52,2,0,13,8,22,3,1,104,160,39,187,0,106,19,10,114
CHLRE_17g730050v5,60,79,85,5,4,10,22,21,31,13,124,123,190,85,357,42,6,9,36
CHLRE_17g730100v5,250,447,144,0,7,11,71,11,82,59,225,424,72,103,48,216,268,75,1144
CHLRE_17g730150v5,5,19,13,0,0,0,1,0,0,2,0,11,35,0,95,13,0,0,5
CHLRE_17g730200v5,731,807,691,55,75,139,83,217,111,63,1144,959,643,381,1384,528,48,6,170
CHLRE_17g730250v5,380,439,398,45,30,117,59,166,58,50,824,801,956,591,1533,519,50,12,135
CHLRE_17g730300v5,38,88,10,0,0,0,6,0,6,5,48,38,10,0,11,34,0,0,25
CHLRE_17g730350v5,38,46,9,2,0,10,6,6,3,1,18,19,31,0,0,3,14,0,45
CHLRE_17g730400v5,9,12,7,2,0,0,4,1,1,0,24,25,18,0,0,2,1,0,12
CHLRE_17g730450v5,3,8,1,0,0,5,1,5,0,0,15,9,10,0,0,15,0,0,27
CHLRE_17g730483v5,0,2,1,0,0,2,0,0,0,0,0,3,0,0,0,0,12,0,46
CHLRE_17g730516v5,5,68,5,3,2,2,1,29,3,3,15,31,35,0,80,38,2,0,0
CHLRE_17g730550v5,6581,4681,7496,1,1,1,1073,11,2768,1378,100,78,0,109,486,0,0,0,0
CHLRE_17g730575v5,121,184,95,1,12,32,23,27,48,24,349,388,257,73,389,192,20,1,35
CHLRE_17g730600v5,424,689,201,15,15,36,60,67,77,64,436,531,164,96,223,326,23,3,45
CHLRE_17g730650v5,68,140,89,2,7,21,38,17,29,5,102,113,243,168,452,142,21,7,95
CHLRE_17g730700v5,296,323,174,5,12,26,59,150,68,40,252,285,234,262,434,82,18,3,59
CHLRE_17g730750v5,19,35,18,2,3,17,9,13,6,3,91,116,93,28,220,102,46,3,222
CHLRE_17g730817v5,40,67,16,7,1,6,12,5,4,3,80,102,72,0,92,71,13,2,21
CHLRE_17g730950v5,6013,8853,2402,292,318,1432,468,645,838,449,6173,4741,1747,1057,3935,5308,255,56,1532
CHLRE_17g731001v5,47,126,21,1,0,7,6,6,12,3,128,92,58,103,76,82,0,0,22
CHLRE_17g731050v5,465,461,370,31,36,56,72,184,125,56,355,553,335,405,375,204,32,3,84
CHLRE_17g731100v5,3281,3493,3254,873,878,3468,954,3158,721,326,8213,6408,4486,5090,7337,8496,687,113,2252
CHLRE_17g731150v5,318,387,372,68,68,178,94,222,107,42,393,835,514,464,795,191,23,8,36
CHLRE_17g731200v5,686,1701,1217,13,18,63,136,100,173,137,1523,2036,1051,857,1350,1533,170,70,854
CHLRE_17g731250v5,334,357,421,22,13,62,47,72,64,33,338,593,333,149,524,234,7,10,80
CHLRE_17g731300v5,4163,4431,3386,255,283,898,531,1149,639,333,3417,4024,2294,2346,5050,1825,137,57,448
CHLRE_17g731350v5,1075,1292,1722,63,56,248,99,241,130,87,1174,504,338,573,525,718,45,4,98
CHLRE_17g731450v5,267,322,224,3,4,27,22,20,20,11,368,411,203,223,402,189,11,0,93
CHLRE_17g731466v5,81,162,95,5,3,12,16,18,18,7,69,81,156,103,169,123,19,0,72
CHLRE_17g731500v5,155,383,101,1,4,7,17,13,15,14,234,260,92,0,75,181,4,0,29
CHLRE_17g731550v5,303,308,218,29,24,54,45,96,63,34,396,616,158,45,133,341,26,3,53
CHLRE_17g731561v5,2,10,0,0,0,0,0,0,0,0,20,1,4,0,0,0,1,0,0
CHLRE_17g731571v5,13,25,49,2,0,9,7,11,5,3,17,15,14,0,0,14,16,0,22
CHLRE_17g731581v5,13,11,4,0,1,4,1,6,2,1,34,29,35,119,2,19,4,0,4
CHLRE_17g731591v5,264,374,269,7,2,22,10,25,4,2,181,229,66,118,42,32,7,3,37
CHLRE_17g731600v5,25,22,20,1,3,1,1,11,4,1,6,45,17,0,2,19,0,0,2
CHLRE_17g731650v5,32,69,30,11,5,12,5,5,10,4,11,2,10,0,0,18,22,4,52
CHLRE_17g731675v5,41,45,45,0,7,4,6,16,0,3,53,82,46,79,89,27,1,0,2
CHLRE_17g731700v5,445,598,473,46,52,187,130,231,186,62,1233,1890,1218,1173,2336,1221,75,14,206
CHLRE_17g731750v5,218,283,190,10,12,19,21,24,11,13,187,326,162,87,270,140,10,3,77
CHLRE_17g731800v5,118,350,70,1287,1277,10621,614,2381,120,54,20098,17384,3166,2641,5344,18130,1565,181,3857
CHLRE_17g731850v5,881,1002,783,39,67,263,129,413,198,64,1129,1705,854,939,1167,582,90,6,392
CHLRE_17g731900v5,90,104,84,6,8,22,11,27,0,8,121,198,52,216,120,34,6,4,24
CHLRE_17g731950v5,10425,10560,14615,548,617,1796,1624,3907,1857,880,18519,15073,11082,12942,24830,11497,1210,278,2411
CHLRE_17g732000v5,14822,14318,25821,845,895,3079,2142,5801,2480,1118,27245,27146,17999,20302,35474,19177,2640,533,4187
CHLRE_17g732050v5,83,119,122,6,3,33,15,13,16,6,150,184,115,36,392,108,8,3,42
CHLRE_17g732100v5,1052,1019,749,70,91,204,146,437,219,95,1510,1997,726,930,1670,884,27,5,59
CHLRE_17g732150v5,1010,1626,319,59,65,155,141,286,236,94,1287,1240,381,613,782,1153,28,16,80
CHLRE_17g732200v5,56,75,92,5,1,17,16,19,17,10,130,154,160,187,615,24,4,0,26
CHLRE_17g732250v5,523,476,482,12,20,44,151,516,158,49,62,240,46,155,0,36,35,3,45
CHLRE_17g732300v5,344,390,310,20,48,137,110,231,100,34,641,382,544,615,1139,352,19,7,64
CHLRE_17g732350v5,3803,7028,4809,1890,1605,4696,770,1834,734,464,9325,6130,2830,2537,5010,10185,2596,493,5620
CHLRE_17g732400v5,148,238,134,6,11,16,42,34,61,30,301,333,290,318,715,114,7,0,39
CHLRE_17g732450v5,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
CHLRE_17g732500v5,187,250,219,17,44,83,48,110,76,37,754,817,302,388,554,459,183,5,99
CHLRE_17g732533v5,2,15,2,122,51,14345,15,11,2,7,536,6,6,73,0,736,5368,1475,8028
CHLRE_17g732566v5,1,11,0,0,1,6,2,4,0,0,28,15,2,0,53,5,173,84,1805
CHLRE_17g732600v5,20,56,4,12,0,97,5,14,3,10,12,16,6,0,0,11,885,271,2837
CHLRE_17g732650v5,196,193,281,2,6,25,46,16,84,29,120,211,227,161,349,82,2,11,13
CHLRE_17g732700v5,26,32,13,7,3,22,6,30,9,1,119,92,107,0,267,28,8,2,12
CHLRE_17g732750v5,12,19,19,0,1,5,6,0,9,3,19,43,37,0,2,2,3,0,9
CHLRE_17g732802v5,102,160,117,2,5,28,29,41,23,18,90,105,45,0,67,57,1,0,24
CHLRE_17g732850v5,518,630,627,112,115,504,122,410,98,34,942,889,519,222,1118,778,106,16,312
CHLRE_17g732900v5,16,28,15,0,5,3,5,11,3,4,38,34,27,71,0,20,7,0,1
CHLRE_17g732901v5,72,122,81,1,1,12,9,23,25,6,59,154,81,58,66,50,2,0,3
CHLRE_17g732951v5,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
CHLRE_17g733000v5,47,45,24,11,9,69,8,32,10,6,71,96,55,0,150,73,30,5,19
CHLRE_17g733026v5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CHLRE_17g733050v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g733100v5,0,1,5,0,0,1,4,6,2,0,0,20,3,0,0,2,2,0,2
CHLRE_17g733150v5,328,473,487,7,21,54,103,153,118,49,501,879,198,409,598,264,36,18,91
CHLRE_17g733162v5,29,61,38,1,0,1,5,2,14,5,50,76,69,0,0,22,1,0,18
CHLRE_17g733174v5,3,1,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2
CHLRE_17g733200v5,0,4,0,0,0,0,0,4,0,0,30,48,11,0,0,16,2,0,0
CHLRE_17g733208v5,839,982,728,25,45,215,135,165,231,94,696,1272,829,320,1272,575,115,14,290
CHLRE_17g733250v5,95,82,45,6,4,8,49,143,26,10,147,281,57,38,57,14,2,0,13
CHLRE_17g733300v5,91,223,59,1,1,8,24,17,38,12,234,221,101,1,147,275,9,3,20
CHLRE_17g733350v5,46,78,36,2,3,2,6,3,14,2,171,156,67,0,11,61,0,1,4
CHLRE_17g733400v5,1509,2434,1974,34,63,142,203,181,316,139,1096,1225,1088,767,1654,917,47,6,161
CHLRE_17g733425v5,0,3,1,0,0,3,2,1,0,0,2,3,1,0,0,4,0,0,4
CHLRE_17g733450v5,19,21,10,3,7,29,2,10,1,3,59,61,38,1,128,15,18,0,99
CHLRE_17g733550v5,110,134,84,20,6,19,20,34,26,13,27,83,73,0,163,74,23,5,22
CHLRE_17g733600v5,2,12,2,0,0,0,0,2,0,0,0,2,4,0,144,0,0,0,0
CHLRE_17g733650v5,175,369,280,0,4,15,22,20,16,23,210,235,110,8,368,68,2,3,39
CHLRE_17g733652v5,82,94,49,0,3,17,5,23,5,5,119,127,85,70,88,39,0,0,6
CHLRE_17g733678v5,207,173,183,18,8,106,20,37,20,7,73,75,130,191,462,117,47,18,77
CHLRE_17g733689v5,1,1,4,2,1,1,0,2,2,0,6,6,7,0,0,0,0,0,0
CHLRE_17g733700v5,6,6,1,1,0,5,1,4,0,0,9,16,17,2,247,6,0,0,7
CHLRE_17g733702v5,6,43,20,0,0,0,5,0,1,2,15,30,23,34,0,8,0,0,10
CHLRE_17g733750v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g733752v5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2
CHLRE_17g733753v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g733800v5,13,16,25,1,2,1,1,7,6,2,17,41,45,46,76,29,0,0,9
CHLRE_17g733850v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHLRE_17g733900v5,151,147,59,21,20,44,25,71,32,19,129,110,102,0,143,67,2,0,20
CHLRE_17g733950v5,638,831,786,35,32,142,81,108,122,64,704,1003,481,222,1055,526,102,15,499
CHLRE_17g733986v5,5,5,1,1,0,0,0,0,0,0,0,7,4,0,0,3,13,0,21
CHLRE_17g734000v5,241,262,189,12,22,87,31,50,28,20,361,481,259,255,747,241,13,5,92
CHLRE_17g734050v5,26,62,32,2,3,5,13,11,10,13,26,58,113,59,145,28,2,0,6
CHLRE_17g734100v5,6056,6136,3917,122,155,579,463,685,728,421,6806,6902,5597,6216,9041,4447,658,134,1422
CHLRE_17g734125v5,2,0,1,2,0,0,7,1,15,0,0,0,0,0,0,2,6,2,6
CHLRE_17g734134v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g734142v5,2,0,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0
CHLRE_17g734150v5,229,288,245,12,9,47,20,33,51,13,379,446,322,255,602,219,12,0,73
CHLRE_17g734200v5,5354,6232,3660,138,193,500,869,1746,1141,570,3602,5371,3073,2693,5859,1298,310,83,954
CHLRE_17g734250v5,124,177,192,3,4,12,21,20,37,13,241,410,261,130,700,216,16,1,53
CHLRE_17g734300v5,163,313,220,2,3,14,80,73,106,46,423,600,657,875,1180,127,24,0,129
CHLRE_17g734350v5,40,107,68,0,1,9,13,1,31,6,111,163,139,88,245,119,3,0,18
CHLRE_17g734400v5,8452,9103,6708,568,605,2478,944,2328,1413,731,10659,13093,6441,7061,12131,5097,701,193,2082
CHLRE_17g734450v5,2073,2140,1230,111,170,489,594,2237,487,200,2916,2835,2304,3035,3450,1112,473,95,759
CHLRE_17g734500v5,6164,5356,6554,402,470,1497,747,2419,891,408,4848,5672,4336,5401,10826,3294,573,78,1296
CHLRE_17g734516v5,1210,1337,1406,39,64,346,155,310,255,115,1344,1216,1464,959,2667,754,161,31,628
CHLRE_17g734532v5,1,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,2,0
CHLRE_17g734548v5,1323,2376,1129,14,23,224,243,242,373,205,2276,3382,1745,1479,2323,1273,77,29,717
CHLRE_17g734564v5,2535,3449,2213,59,102,553,480,488,759,307,3780,5004,3262,2684,4784,2359,273,58,921
CHLRE_17g734580v5,0,4,1,0,0,0,0,1,5,0,0,1,15,0,2,0,0,0,0
CHLRE_17g734596v5,2141,2008,1918,154,146,402,266,531,405,165,1610,1431,991,885,1167,1218,289,47,548
CHLRE_17g734612v5,8357,10408,8543,1155,1344,4432,1652,4207,1928,931,13891,18952,7614,7214,14933,6937,1083,210,3569
CHLRE_17g734628v5,2431,2240,2005,125,164,505,362,915,490,231,2338,3020,2163,2522,4475,1641,317,50,403
CHLRE_17g734644v5,2230,3345,1551,69,98,489,370,452,341,240,1869,2219,791,677,2473,1099,723,197,2746
CHLRE_17g734660v5,62,89,54,5,7,9,8,1,4,6,129,111,64,63,167,46,0,0,5
CHLRE_17g734677v5,1,1,2,0,0,0,2,0,1,0,9,0,1,1,0,0,0,0,0
CHLRE_17g734693v5,4,2,3,0,0,0,1,0,2,0,24,6,4,0,0,0,0,0,0
CHLRE_17g734709v5,39,53,10,3,4,11,3,17,12,2,37,46,26,41,142,12,8,0,3
CHLRE_17g734725v5,9,4,23,1,0,11,11,28,7,3,114,107,25,10,570,14,0,1,12
CHLRE_17g734741v5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
CHLRE_17g734757v5,0,0,1,0,0,7,8,3,0,1,25,4,1,1,0,3,2,0,3
CHLRE_17g734773v5,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
CHLRE_17g734789v5,0,2,4,0,0,1,0,0,1,0,7,7,10,0,5,0,0,0,0
CHLRE_17g734805v5,4,7,3,1,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0
CHLRE_17g734821v5,0,0,0,10,0,39,3,15,0,0,0,0,0,0,0,0,37,7,7
CHLRE_17g734900v5,846,995,795,73,68,366,125,320,124,87,1814,3107,2503,2041,4464,795,124,14,383
CHLRE_17g734961v5,17,24,42,1,1,14,7,2,9,3,37,62,88,56,157,50,12,9,47
CHLRE_17g735021v5,259,310,227,3,4,11,45,33,83,19,189,153,105,146,186,155,12,9,21
CHLRE_17g735200v5,1,4,5,0,0,2,1,0,4,1,0,9,7,51,74,7,0,0,0
CHLRE_17g735250v5,1251,1931,937,266,238,715,231,505,256,113,2060,1590,905,755,1939,2142,115,21,408
CHLRE_17g735283v5,6,15,8,2,0,7,4,4,5,2,78,32,34,0,0,46,9,0,12
CHLRE_17g735350v5,369,1027,214,2,7,17,52,40,51,41,390,672,162,57,83,196,12,2,151
CHLRE_17g735375v5,5,2,1,4,2,0,1,0,2,0,0,5,7,0,0,7,0,0,1
CHLRE_17g735400v5,1152,1182,1402,119,84,692,184,421,269,116,1541,799,922,842,2702,1408,289,59,823
CHLRE_17g735450v5,74,45,48,6,2,33,8,8,42,3,40,21,58,0,119,71,11,3,40
CHLRE_17g735500v5,213,297,255,56,60,147,97,131,130,42,576,195,268,49,434,563,42,14,127
CHLRE_17g735550v5,33,169,25,4,5,3,8,31,4,4,83,91,45,0,203,52,9,0,26
CHLRE_17g735600v5,6,5,4,928,769,1767,483,1793,29,4,7533,6638,3776,2289,4966,10348,125,24,607
CHLRE_17g735650v5,1,68,8,0,1,2,6,17,2,0,9,11,19,0,0,16,2,0,3
CHLRE_17g735700v5,1975,2324,1651,218,243,1025,304,1060,360,137,1881,740,1255,1606,2517,2502,351,78,709
CHLRE_17g735750v5,24,93,1,0,0,1,10,4,6,2,20,41,26,33,183,45,3,0,6
CHLRE_17g735800v5,39,92,75,5,4,33,6,23,10,6,180,109,190,87,535,169,16,5,139
CHLRE_17g735850v5,48,101,81,0,5,11,15,12,16,6,103,141,129,0,275,140,3,0,58
CHLRE_17g735876v5,0,2,6,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0
CHLRE_17g735900v5,7,10,5,1,0,0,0,0,2,0,15,6,2,0,51,0,2,0,1
CHLRE_17g735950v5,2193,2399,2522,108,73,520,267,422,389,166,1377,1853,1378,1336,2879,1101,311,67,1105
CHLRE_17g736000v5,129,240,136,7,23,41,47,25,73,11,257,442,99,164,156,134,25,5,75
CHLRE_17g736050v5,22,14,13,0,3,2,14,14,19,2,17,46,39,0,109,32,0,0,2
CHLRE_17g736100v5,3,6,0,0,0,0,0,0,0,2,0,1,2,0,0,7,0,0,1
CHLRE_17g736150v5,5,7,0,2,3,2,0,12,0,0,21,26,23,0,0,7,2,0,13
CHLRE_17g736250v5,54,76,26,4,0,2,14,29,14,9,36,79,68,0,113,18,1,3,31
CHLRE_17g736300v5,28,70,47,1,4,6,3,24,6,5,33,61,31,0,103,17,0,0,11
CHLRE_17g736329v5,2,0,7,0,0,2,1,0,1,4,5,10,5,0,2,3,0,0,2
CHLRE_17g736350v5,0,3,4,2,0,8,1,9,0,0,19,11,13,0,0,16,3,4,34
CHLRE_17g736400v5,0,12,6,0,0,6,2,5,0,0,5,20,10,0,1,12,6,0,33
CHLRE_17g736437v5,0,4,1,0,0,2,1,6,1,0,0,23,6,0,0,8,7,0,22
CHLRE_17g736474v5,67,172,61,2,8,13,18,15,16,10,84,234,133,43,214,80,17,4,52
CHLRE_17g736511v5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,105,0,0,0,0
CHLRE_17g736550v5,2,1,0,3,0,2,0,3,0,0,0,1,3,0,0,0,0,2,0
CHLRE_17g736584v5,1,0,0,1,0,0,2,0,0,0,6,5,8,0,0,2,0,0,8
CHLRE_17g736618v5,3,2,1,0,0,2,2,1,0,0,41,5,8,0,0,2,0,0,0
CHLRE_17g736650v5,584,1111,377,11,42,144,69,143,105,50,1021,1376,722,380,1282,383,66,6,340
CHLRE_17g736700v5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHLRE_17g736750v5,122,196,121,5,7,40,43,59,68,27,198,235,177,50,88,80,35,11,176
CHLRE_17g736800v5,16,18,13,0,0,1,0,0,0,2,0,9,1,0,0,2,1,0,5
CHLRE_17g736850v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g736900v5,369,394,318,77,80,180,125,297,98,47,853,727,439,334,698,627,70,16,116
CHLRE_17g736950v5,36,104,45,3,4,23,11,7,16,4,64,217,229,174,107,208,13,0,103
CHLRE_17g737000v5,658,536,597,59,58,103,131,442,137,54,457,702,410,443,580,264,41,1,43
CHLRE_17g737050v5,1107,1293,1381,79,67,443,238,476,207,120,1721,1042,1174,978,1897,2486,147,27,544
CHLRE_17g737084v5,5,20,1,0,0,0,1,3,0,0,15,4,4,45,0,16,2,0,6
CHLRE_17g737100v5,3707,5045,1313,106,113,474,268,415,490,235,3174,3193,1212,1315,2823,2176,36,1,267
CHLRE_17g737150v5,19,92,10,1,0,3,7,14,4,2,117,30,33,0,84,33,1,0,5
CHLRE_17g737200v5,62,256,93,2,2,15,27,49,24,14,94,180,62,0,0,132,21,0,51
CHLRE_17g737250v5,1901,2425,1630,63,61,253,270,264,478,183,4022,5741,3851,3857,6846,1742,195,43,675
CHLRE_17g737300v5,565,757,903,654,566,1426,247,1044,125,55,2057,2394,544,368,852,1423,414,83,628
CHLRE_17g737350v5,2083,2444,2052,211,284,551,295,358,507,313,5317,3384,1779,1189,2231,5732,326,49,613
CHLRE_17g737351v5,51,58,48,8,11,20,3,11,1,6,134,49,4,0,0,140,0,0,6
CHLRE_17g737353v5,114,87,56,6,1,9,9,11,26,13,10,23,69,77,0,12,2,0,3
CHLRE_17g737376v5,9,15,12,5,0,6,0,0,2,3,22,7,1,0,74,25,0,1,0
CHLRE_17g737400v5,676,757,590,64,68,98,101,335,123,51,1084,1026,348,142,569,996,7,4,26
CHLRE_17g737463v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g737525v5,2359,2479,1990,15,28,56,158,145,223,87,303,296,129,254,196,314,36,6,57
CHLRE_17g737650v5,35,38,7,0,1,77,10,32,2,2,7,10,47,0,82,2,51,15,140
CHLRE_17g737702v5,78,422,38,0,8,16,24,90,10,9,54,92,64,0,156,73,22,3,18
CHLRE_17g737752v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g737800v5,623,865,337,18,16,62,103,77,179,59,247,445,297,176,298,178,193,14,336
CHLRE_17g737850v5,20,53,4,6,4,21,3,9,0,0,145,125,80,0,133,55,5,0,67
CHLRE_17g738000v5,3326,5376,1536,431,530,2261,390,1031,366,210,4197,1276,887,1027,2021,4120,575,84,1191
CHLRE_17g738050v5,906,1081,577,241,287,718,425,1799,240,73,2255,1675,1492,1705,2636,1751,141,25,305
CHLRE_17g738100v5,85,193,202,44,57,186,98,141,113,65,509,592,423,246,677,695,250,78,676
CHLRE_17g738150v5,158,226,124,19,13,145,38,94,57,26,626,554,516,219,747,632,48,22,244
CHLRE_17g738200v5,333,530,293,10,16,98,46,37,84,41,609,768,785,615,1193,847,114,26,386
CHLRE_17g738250v5,77,116,61,3,1,54,5,37,7,7,141,123,108,31,185,77,18,13,116
CHLRE_17g738300v5,41626,65392,64432,1306,882,6842,8434,16042,9872,3553,51927,90354,58750,40177,70518,31439,5939,1107,10887
CHLRE_17g738350v5,760,792,662,57,73,316,148,365,186,63,1217,1266,955,552,1712,942,158,26,420
CHLRE_17g738400v5,121,115,134,0,0,1,8,0,15,5,3,12,5,0,89,0,1,0,11
CHLRE_17g738450v5,8730,10000,7757,171,189,480,973,1265,1755,805,3061,5674,1245,1116,2966,1232,154,21,357
CHLRE_17g738500v5,6,27,5,0,0,0,2,8,0,0,11,3,6,0,2,5,2,0,7
CHLRE_17g738550v5,95,135,56,6,5,47,13,35,17,7,103,152,78,87,39,59,4,0,21
CHLRE_17g738600v5,367,546,213,2,15,17,122,154,214,84,846,1394,218,154,180,284,0,0,9
CHLRE_17g738632v5,0,4,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0
CHLRE_17g738650v5,0,0,0,0,0,2,0,0,0,0,5,1,0,3,0,0,0,0,0
CHLRE_17g738700v5,0,0,1,0,0,0,0,2,0,0,32,0,0,0,0,1,0,0,0
CHLRE_17g738751v5,128,265,69,1,3,9,18,22,23,17,199,221,92,87,60,270,0,0,15
CHLRE_17g738800v5,22,66,45,0,2,2,3,6,15,3,68,106,120,382,91,64,1,0,15
CHLRE_17g738850v5,31,42,36,5,5,5,6,0,17,1,28,46,57,0,393,27,3,3,5
CHLRE_17g738900v5,579,750,484,36,44,98,107,207,115,54,597,1625,716,489,1233,267,28,11,71
CHLRE_17g738950v5,746,904,624,39,40,114,99,238,150,63,760,1140,793,380,1485,537,62,14,143
CHLRE_17g739000v5,2985,3086,3276,154,172,724,372,459,664,296,4900,2317,2096,3081,4409,5323,351,87,1303
CHLRE_17g739050v5,46,94,67,0,0,2,4,0,9,0,28,40,38,45,2,31,1,0,13
CHLRE_17g739100v5,3372,3390,2724,406,409,1586,537,1338,643,282,4984,4867,3121,2728,6371,3868,625,111,1133
CHLRE_17g739150v5,374,608,370,15,21,140,69,118,99,47,540,651,312,423,610,259,20,4,105
CHLRE_17g739201v5,364,525,156,21,21,59,54,104,66,27,392,422,122,266,286,238,8,1,19
CHLRE_17g739250v5,1752,2487,1246,43,65,152,148,210,232,137,1630,2220,398,651,798,754,68,12,158
CHLRE_17g739300v5,267,226,155,23,17,22,49,98,66,17,180,497,303,257,579,60,4,2,21
CHLRE_17g739350v5,905,1226,845,60,43,239,179,252,252,70,1330,1604,974,1405,1435,918,80,13,389
CHLRE_17g739400v5,16,24,17,3,0,5,8,6,9,3,42,37,39,0,71,40,6,1,2
CHLRE_17g739426v5,151,227,171,4,6,33,38,63,33,15,293,367,304,351,153,201,19,12,32
CHLRE_17g739450v5,310,304,361,33,18,112,81,180,90,32,533,674,498,372,1075,697,47,9,182
CHLRE_17g739457v5,65,96,65,11,7,8,42,27,36,15,178,269,162,89,79,99,0,0,29
CHLRE_17g739466v5,241,419,239,5,4,21,61,49,74,32,245,308,245,190,853,194,26,1,59
CHLRE_17g739500v5,85,130,86,1,0,6,13,14,6,14,263,303,185,321,125,170,41,2,78
CHLRE_17g739515v5,621,753,598,29,24,108,110,150,164,65,608,771,414,403,801,338,38,15,105
CHLRE_17g739550v5,708,662,644,32,39,120,102,241,113,57,415,805,479,436,866,233,23,6,91
CHLRE_17g739551v5,20,33,21,0,0,1,1,0,9,0,17,29,14,0,2,16,0,2,4
CHLRE_17g739600v5,18,21,52,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0
CHLRE_17g739650v5,922,1242,1720,3,3,33,60,4,150,82,374,230,117,181,207,346,15,1,80
CHLRE_17g739700v5,133,198,123,18,10,17,30,40,45,14,300,452,324,212,774,155,12,14,54
CHLRE_17g739752v5,323,585,350,2,5,48,71,55,136,50,824,1255,891,802,1590,255,49,12,296
CHLRE_17g739800v5,1,10,2,0,0,2,0,0,2,0,28,23,9,58,21,5,0,0,0
CHLRE_17g739850v5,207,278,132,9,16,35,26,22,18,16,193,351,196,152,497,182,23,4,67
CHLRE_17g739900v5,20,16,33,0,1,7,5,2,8,4,35,75,35,43,31,56,4,4,20
CHLRE_17g739950v5,295,528,214,7,16,64,69,72,119,35,722,844,401,366,626,415,7,0,61
CHLRE_17g740000v5,43,99,74,3,1,6,15,30,14,3,54,169,186,0,161,69,7,0,29
CHLRE_17g740050v5,289,1222,210,0,21,19,152,14,231,122,374,247,18,0,126,357,4,0,12
CHLRE_17g740100v5,92,161,101,8,13,25,33,28,37,15,464,425,308,255,548,417,8,0,88
CHLRE_17g740150v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g740187v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g740224v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g740261v5,157,550,74,2,2,24,11,4,23,22,291,301,146,236,335,240,2,0,66
CHLRE_17g740300v5,52,276,86,1,0,10,0,3,8,1,9,29,5,0,0,40,6,2,24
CHLRE_17g740323v5,2778,2760,2943,43,49,250,321,225,635,271,885,701,285,270,294,729,312,57,672
CHLRE_17g740344v5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
